label,id,scenario,yr_pub,yr_data,if_jrnl,if_refer,if_pe,if_ge,model,wct_total,wct_food,wct_price,wct_ghg,wct_land,wct_iluc,if_focus,if_corn,if_coarse,if_ddgs,if_iluc,if_fuel,p_oil,if_lvstk,if_response,if_conven,if_broad,if_tax,if_other,if_cornonly,q0_ethnl,q1_ethnl,dq_ethnl,dq_ethnl_pct,dp_corn,dp_corn_pct,p0_corn,wct_fl,wct_fg,wct_fd,wct_ems,wct_fvg,wct_fog,if_food,wct_fvg2,if_dec,dp_corn_d,dp_corn_pct_d,dpc_pct_avg,dq_ethnl_d,dqe_sq,dqe_d_sq,pcqe_e,pcqe_se,pcqe,max_id,wi,n_model,max_model,wm,y,mt,pcqe_se_wm,pcqe_se_wmsum,pcqe_se_wmt,pcqe_e_wm,pcqe_e_wmsum,pcqe_e_wmt,dp_corn_pct_dwm,dp_corn_pct_dwmsum,dp_corn_pct_d_wmt,pcqe_wm,pcqe_wmsum,pcqe_wmt,model_upper,model_lower
"Gohin,_Alexandre.Assessing_the_Land_Use_Changes_and_Greenhouse_Gas_Emissions_of_Biofuels:_Elucidating_the_Crop_Yield_Effects_2014",95,3,2014,2001,1,1,0,1,GTAP-BIO,6427,2,52,11,3,0,1,0,1,1,1,1,,1,1,1,0,0,0,1,1.75,15,13.25,7.5714288,.13061571,.066299997,1.9700712,.66666669,-.14003423,.0084020542,.0021783102,.0062237438,3.8571432,1,.000038734986,0,.13061571,.066299997,.14806667,13.25,175.5625,175.5625,.0087566031,.0050037736,.0098577896,3,.33333334,5,5,.2,18,35,.0010007548,1.4538637,.041538965,.0017513207,13.568561,.38767317,.013259999,6.2011752,.17717643,.001971558,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2005",309,1,2014,2005,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,2,4.0599999,2.0599999,1.03,.0040000002,.0020000001,2,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.0040000002,.0020000001,.0042166668,2.0599999,4.2435999,4.2435999,.0019417477,.00097087387,.0019417477,6,.16666667,1,6,.16666667,19,35,.00016181232,1.4538637,.041538965,.00032362464,13.568561,.38767317,.00033333336,6.2011752,.17717643,.00032362464,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2020",309,4,2014,2020,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,2.5,15,12.5,5,.01650341,.0040000002,4.1258531,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.01650341,.0040000002,.0042166668,12.5,156.25,156.25,.00080000004,.00032000002,.0013202728,6,.16666667,2,6,.16666667,19,35,.000053333337,1.4538637,.041538965,.00013333335,13.568561,.38767317,.00066666672,6.2011752,.17717643,.00022004548,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2025",309,5,2014,2025,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,2.75,15,12.25,4.4545455,.0070460192,.0018,3.9144552,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.0070460192,.0018,.0042166668,12.25,150.0625,150.0625,.00040408163,.00014693878,.00057518523,6,.16666667,3,6,.16666667,19,35,.000024489796,1.4538637,.041538965,.00006734694,13.568561,.38767317,.00030000001,6.2011752,.17717643,.000095864205,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2030",309,6,2014,2030,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,3.0999999,15,11.9,3.8387096,.003914455,.001,3.9144552,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.003914455,.001,.0042166668,11.9,141.60999,141.60999,.00026050422,.000084033622,.00032894581,6,.16666667,4,6,.16666667,19,35,.000014005604,1.4538637,.041538965,.000043417371,13.568561,.38767317,.00016666668,6.2011752,.17717643,.000054824304,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2015",309,3,2014,2015,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,2.3,15,12.7,5.521739,.029433152,.0080000004,3.6791439,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.029433152,.0080000004,.0042166668,12.7,161.28999,161.28999,.0014488189,.00062992133,.0023175711,6,.16666667,5,6,.16666667,19,35,.00010498689,1.4538637,.041538965,.00024146982,13.568561,.38767317,.0013333334,6.2011752,.17717643,.00038626185,5.7900596,.16543028,1-GE,1-GTAP
"Oladosu_Gbadebo_,_Keith_Kline,_Paul_Leiby,_Rocio_Uria-Martinez,_Maggie_Davis,_Mark_Downing_&_Laurence_Eaton.Global_economic_effects_of_US_biofuel_policy_and_the_potential_contribution_from_advanced_biofuels_2010",309,2,2014,2010,1,1,0,1,GTAP-DEPS,13419,9,85,7,92,0,,0,1,1,1,1,,1,1,0,1,0,0,,2.0999999,13.2,11.1,5.2857141,.04403,.0085000005,5.1799998,.097826086,.01490424,.007004993,.0073775989,-.00037260586,.94949496,0,1.3883513e-07,0,.04403,.0085000005,.0042166668,11.1,123.21001,123.21001,.0016081083,.00076576578,.0039666663,6,.16666667,6,6,.16666667,19,35,.00012762763,1.4538637,.041538965,.00026801805,13.568561,.38767317,.0014166668,6.2011752,.17717643,.00066111109,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,8,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,120,1,1,1,0,1,1,0,4.8254933,14.910774,10.08528,2.0899999,.36007708,.139,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.36007708,.139,.1865,10.08528,101.71288,101.71288,.066507176,.013782462,.035703231,8,.125,1,16,.0625,20,35,.00086140388,1.4538637,.041538965,.0041566985,13.568561,.38767317,.0086874999,6.2011752,.17717643,.0022314519,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,4,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,0,0,0,0,0,4.8254933,15.682853,10.85736,2.25,.33158177,.12800001,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.33158177,.12800001,.1865,10.85736,117.88226,117.88226,.056888893,.011789239,.030539816,8,.125,2,16,.0625,20,35,.00073682744,1.4538637,.041538965,.0035555558,13.568561,.38767317,.0080000004,6.2011752,.17717643,.0019087385,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,1,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,0,0,0,0,0,4.8254933,5.0667677,.24127465,.050000001,.018133378,.0070000002,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.018133378,.0070000002,.1865,.24127465,.058213457,.058213457,.14,.029012579,.075156577,8,.125,3,16,.0625,20,35,.0018132862,1.4538637,.041538965,.00875,13.568561,.38767317,.00043750001,6.2011752,.17717643,.0046972861,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,5,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,1.61452,.36199999,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,1.61452,.36199999,.16087499,10.075872,101.52321,101.52321,.17336746,.035927407,.16023624,8,.125,4,16,.0625,20,35,.002245463,1.4538637,.041538965,.010835466,13.568561,.38767317,.022624999,6.2011752,.17717643,.010014765,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,4,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,-.2899,-.064999998,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,-.2899,-.064999998,.16087499,10.075872,101.52321,101.52321,-.031129517,-.006451054,-.028771702,8,.125,5,16,.0625,20,35,-.00040319088,1.4538637,.041538965,-.0019455948,13.568561,.38767317,-.0040624999,6.2011752,.17717643,-.0017982314,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,7,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,1.20866,.271,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,1.20866,.271,.16087499,10.075872,101.52321,101.52321,.12978613,.026895935,.11995587,8,.125,6,16,.0625,20,35,.0016809959,1.4538637,.041538965,.0081116334,13.568561,.38767317,.0169375,6.2011752,.17717643,.0074972417,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,6,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,120,1,1,1,0,1,1,0,4.8254933,39.762062,34.936569,7.2399998,1.1708981,.45199999,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,1.1708981,.45199999,.1865,34.936569,1220.5638,1220.5638,.062430941,.012937733,.033514969,8,.125,7,16,.0625,20,35,.00080860831,1.4538637,.041538965,.0039019338,13.568561,.38767317,.02825,6.2011752,.17717643,.0020946856,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,7,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,1,0,1,1,0,4.8254933,14.910774,10.08528,2.0899999,.38857239,.15000001,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.38857239,.15000001,.1865,10.08528,101.71288,101.71288,.07177034,.014873162,.038528666,8,.125,8,16,.0625,20,35,.00092957262,1.4538637,.041538965,.0044856463,13.568561,.38767317,.0093750004,6.2011752,.17717643,.0024080416,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,6,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,1.5253201,.34200001,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,1.5253201,.34200001,.16087499,10.075872,101.52321,101.52321,.16378915,.033942472,.15138343,8,.125,9,16,.0625,20,35,.0021214045,1.4538637,.041538965,.010236822,13.568561,.38767317,.021375,6.2011752,.17717643,.0094614644,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,5,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,1,0,1,1,0,4.8254933,14.910774,10.08528,2.0899999,.38857239,.15000001,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.38857239,.15000001,.1865,10.08528,101.71288,101.71288,.07177034,.014873162,.038528666,8,.125,10,16,.0625,20,35,.00092957262,1.4538637,.041538965,.0044856463,13.568561,.38767317,.0093750004,6.2011752,.17717643,.0024080416,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,8,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,.94106001,.211,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,.94106001,.211,.16087499,10.075872,101.52321,101.52321,.1010512,.020941114,.093397371,8,.125,11,16,.0625,20,35,.0013088196,1.4538637,.041538965,.0063157002,13.568561,.38767317,.0131875,6.2011752,.17717643,.0058373357,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,3,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,-.01784,-.0040000002,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,-.01784,-.0040000002,.16087499,10.075872,101.52321,101.52321,-.0019156627,-.00039698798,-.0017705662,8,.125,12,16,.0625,20,35,-.000024811749,1.4538637,.041538965,-.00011972892,13.568561,.38767317,-.00025000001,6.2011752,.17717643,-.00011066039,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,3,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,0,0,0,0,0,4.8254933,5.8871017,1.0616086,.22,.036266755,.014,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,.036266755,.014,.1865,1.0616086,1.1270127,1.1270127,.063636363,.013187535,.034162078,8,.125,13,16,.0625,20,35,.00082422094,1.4538637,.041538965,.0039772727,13.568561,.38767317,.00087500003,6.2011752,.17717643,.0021351299,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,1,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,.43261999,.097000003,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,.43261999,.097000003,.16087499,10.075872,101.52321,101.52321,.046454821,.0096269585,.042936232,8,.125,14,16,.0625,20,35,.00060168491,1.4538637,.041538965,.0029034263,13.568561,.38767317,.0060625002,6.2011752,.17717643,.0026835145,5.7900596,.16543028,1-GE,1-GTAP
"Huang,_Jikun;_Yang,_Jun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons.Biofuels_and_the_poor:_Global_impact_pathways_of_biofuels_on_agricultural_markets_2012",103,2,2012,2020,1,1,0,1,GTAP-E,11124,38,200,0,42,0,1,0,1,1,1,1,60,1,1,0,0,0,0,0,4.8254933,39.762062,34.936569,7.2399998,1.1708981,.45199999,2.5904825,.90476191,.34160373,.021395182,.0037756204,.017619561,5.6666665,1,.00031044893,0,1.1708981,.45199999,.1865,34.936569,1220.5638,1220.5638,.062430941,.012937733,.033514969,8,.125,15,16,.0625,20,35,.00080860831,1.4538637,.041538965,.0039019338,13.568561,.38767317,.02825,6.2011752,.17717643,.0020946856,5.7900596,.16543028,1-GE,1-GTAP
"Yang,_Jun;_Huang,_Jikun;_Msangi,_Siwa;_Rozelle,_Scott;_Weersink,_Alfons;_Danielle,_Torres.The_Role_of_Cultivated_Land_Expansion_on_the_Impacts_to_Global_Agricultural_Markets_from_Biofuels_2014",195,2,2014,2013,1,0,0,1,GTAP-E,7138,8,137,0,119,0,1,1,0,0,1,1,60,0,1,0,1,0,0,0,4.8254933,14.901365,10.075872,2.0880504,.32558,.072999999,4.46,.067226894,.11207622,.020313814,.016671337,.0036424771,1.2184874,1,.00001326764,0,.32558,.072999999,.16087499,10.075872,101.52321,101.52321,.034960844,.0072450303,.032312836,8,.125,16,16,.0625,20,35,.00045281439,1.4538637,.041538965,.0021850527,13.568561,.38767317,.0045624999,6.2011752,.17717643,.0020195523,5.7900596,.16543028,1-GE,1-GTAP
"Gohin,_Alexandre;_Tréguer,_David.On_the_(De)Stabilization_Effects_of_Biofuels:_Relative_Contributions_of_Policy_Instruments_and_Market_Forces_2010",306,2,2010,2006,1,1,1,0,Gohin_and_Treguer,6745,17,130,0,14,0,1,1,0,1,1,1,,0,1,1,0,1,0,0,0,5,5,,.81999999,.30258304,2.71,1.2142857,.25203854,.021793921,.0020756116,.019718308,10.499999,1,.00038881166,0,.81999999,.30258304,.19188192,5,25,25,,.060516607,.164,2,.5,1,2,.5,21,35,.030258304,1.4538637,.041538965,,13.568561,.38767317,.15129152,6.2011752,.17717643,.082000002,5.7900596,.16543028,2-PE,6-PE_other
"Gohin,_Alexandre;_Tréguer,_David.On_the_(De)Stabilization_Effects_of_Biofuels:_Relative_Contributions_of_Policy_Instruments_and_Market_Forces_2010",306,1,2010,2006,1,1,1,0,Gohin_and_Treguer,6745,17,130,0,14,0,1,1,0,1,1,1,,0,1,0,0,0,0,0,0,5,5,,.22,.081180811,2.71,1.2142857,.25203854,.021793921,.0020756116,.019718308,10.499999,1,.00038881166,0,.22,.081180811,.19188192,5,25,25,,.016236162,.044,2,.5,2,2,.5,21,35,.0081180809,1.4538637,.041538965,,13.568561,.38767317,.040590405,6.2011752,.17717643,.022,5.7900596,.16543028,2-PE,6-PE_other
"Herreros,_Óscar_Peláez;_Peña,_Rafael_Pérez;_Sánchez,_Jaime_Enrique_Salgado.Economic_Impact_of_the_US_EPA's_2013_Renewable_Fuel_Standard_on_International_Corn_Prices_and_Mexican_Welfare._2014",99,1,2014,2013,0,0,1,0,Herreros_et_al.,8082,8,101,6,3,0,1,1,0,0,1,0,,0,1,1,0,0,0,1,13.3,12.514,-.78600001,-.059097745,-.15000001,-.02136752,7.02,2.6666667,.024746349,.013486761,.0011135858,.012373175,12.111111,1,.00015309545,1,.15000001,.02136752,.02136752,.78600001,.617796,.617796,.36156237,.02718514,.19083969,1,1,1,1,1,22,35,.02718514,1.4538637,.041538965,.36156237,13.568561,.38767317,.02136752,6.2011752,.17717643,.19083969,5.7900596,.16543028,2-PE,6-PE_other
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Short-run_price_and_welfare_impacts_of_federal_ethanol_policies_2008",228,3,2008,2008.5,0,0,1,0,McPhail_and_Babcock,10193,25,165,3,0,0,1,1,0,0,0,1,,0,0,1,0,1,0,0,10.22,10.414,.19400001,.018982386,.14,.025134649,5.5700002,,.21583439,.018640243,.00029431965,.018345922,63.333328,1,.00033657285,0,.14,.025134649,.063417673,.19400001,.037636001,.037636001,1.3241037,.12956004,.72164947,4,.25,1,8,.125,23,35,.016195005,1.4538637,.041538965,.16551296,13.568561,.38767317,.0031418311,6.2011752,.17717643,.090206183,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Ethanol,_mandates,_and_drought:_Insights_from_a_stochastic_equilibrium_model_of_the_US_corn_market_2008",224,2,2008,2008.5,0,0,1,0,McPhail_and_Babcock,6912,7,168,0,1,0,1,1,0,1,0,1,,0,0,1,0,0,0,1,3.145,10.077,6.9320002,2.2041335,1.75,.2804487,6.2399998,7,.10127315,.025318287,.00014467593,.025173612,175,1,.00063371076,0,1.75,.2804487,.15158659,6.9320002,48.052628,48.052628,.12723762,.040457111,.2524524,4,.25,2,8,.125,23,35,.0050571389,1.4538637,.041538965,.015904702,13.568561,.38767317,.035056088,6.2011752,.17717643,.03155655,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Ethanol,_mandates,_and_drought:_Insights_from_a_stochastic_equilibrium_model_of_the_US_corn_market_2008",224,4,2008,2008.5,0,0,1,0,McPhail_and_Babcock,6912,7,168,0,1,0,1,1,0,1,0,1,,0,0,1,0,0,0,1,6.2249999,10.397,4.1719999,.67020082,1.05,.25301206,4.1500001,7,.10127315,.025318287,.00014467593,.025173612,175,1,.00063371076,0,1.05,.25301206,.15158659,4.1719999,17.405584,17.405584,.37751678,.060645271,.25167784,4,.25,3,8,.125,23,35,.0075806589,1.4538637,.041538965,.047189597,13.568561,.38767317,.031626508,6.2011752,.17717643,.03145973,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Ethanol,_mandates,_and_drought:_Insights_from_a_stochastic_equilibrium_model_of_the_US_corn_market_2008",224,3,2008,2008.5,0,0,1,0,McPhail_and_Babcock,6912,7,168,0,1,0,1,1,0,1,0,1,,0,0,1,0,0,0,1,11.382,11.413,.030999999,.0027235991,.0099999998,.0024630539,4.0599999,7,.10127315,.025318287,.00014467593,.025173612,175,1,.00063371076,0,.0099999998,.0024630539,.15158659,.030999999,.00096099998,.00096099998,.90433788,.079453357,.32258064,4,.25,4,8,.125,23,35,.0099316696,1.4538637,.041538965,.11304224,13.568561,.38767317,.00030788174,6.2011752,.17717643,.040322579,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Ethanol,_mandates,_and_drought:_Insights_from_a_stochastic_equilibrium_model_of_the_US_corn_market_2008",224,1,2008,2008.5,0,0,1,0,McPhail_and_Babcock,6912,7,168,0,1,0,1,1,0,1,0,1,,0,0,1,0,0,0,1,9.4820004,10.871,1.3890001,.14648809,.34999999,.070422538,4.9699998,7,.10127315,.025318287,.00014467593,.025173612,175,1,.00063371076,0,.34999999,.070422538,.15158659,1.3890001,1.9293212,1.9293212,.48073903,.050700169,.25197983,4,.25,5,8,.125,23,35,.0063375211,1.4538637,.041538965,.060092378,13.568561,.38767317,.0088028172,6.2011752,.17717643,.031497478,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Short-run_price_and_welfare_impacts_of_federal_ethanol_policies_2008",228,2,2008,2008.5,0,0,1,0,McPhail_and_Babcock,10193,25,165,3,0,0,1,1,0,0,0,1,,0,0,1,0,0,1,0,9.3950005,10.322,.92699999,.098669507,.55000001,.10784314,5.0999999,,.21583439,.018640243,.00029431965,.018345922,63.333328,1,.00033657285,0,.55000001,.10784314,.063417673,.92699999,.85932899,.85932899,1.0929734,.11633565,.59331179,4,.25,6,8,.125,23,35,.014541956,1.4538637,.041538965,.13662167,13.568561,.38767317,.013480392,6.2011752,.17717643,.074163973,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Short-run_price_and_welfare_impacts_of_federal_ethanol_policies_2008",228,1,2008,2008.5,0,0,1,0,McPhail_and_Babcock,10193,25,165,3,0,0,1,1,0,0,0,1,,0,0,1,0,0,0,1,10.303,10.62,.317,.030767739,.23,.040852576,5.6300001,,.21583439,.018640243,.00029431965,.018345922,63.333328,1,.00033657285,0,.23,.040852576,.063417673,.317,.100489,.100489,1.3277731,.12887248,.72555208,4,.25,7,8,.125,23,35,.01610906,1.4538637,.041538965,.16597164,13.568561,.38767317,.0051065721,6.2011752,.17717643,.09069401,5.7900596,.16543028,2-PE,5-ShortRunPE
"McPhail,_Lihong_Lu;_Babcock,_Bruce_A..Short-run_price_and_welfare_impacts_of_federal_ethanol_policies_2008",228,4,2008,2008.5,0,0,1,0,McPhail_and_Babcock,10193,25,165,3,0,0,1,1,0,0,0,1,,0,0,1,0,0,0,1,9.3950005,9.9689999,.574,.061096329,.40000001,.079840317,5.0100002,,.21583439,.018640243,.00029431965,.018345922,63.333328,1,.00033657285,0,.40000001,.079840317,.063417673,.574,.329476,.329476,1.306794,.13909464,.69686413,4,.25,8,8,.125,23,35,.017386829,1.4538637,.041538965,.16334926,13.568561,.38767317,.0099800397,6.2011752,.17717643,.087108016,5.7900596,.16543028,2-PE,5-ShortRunPE
